di,dotmode,y,x,dur,subj,ntrials
1,2d,0.5078125,0.0,0.03333333333333333,ALL,128.0
1,2d,0.5,0.015,0.03333333333333333,ALL,14.0
1,2d,0.47530864197530864,0.03,0.03333333333333333,ALL,324.0
1,2d,0.4876543209876543,0.06,0.03333333333333333,ALL,324.0
1,2d,0.4968944099378882,0.12,0.03333333333333333,ALL,322.0
1,2d,0.53125,0.25,0.03333333333333333,ALL,320.0
1,2d,0.5650406504065041,0.5,0.03333333333333333,ALL,246.0
1,2d,0.5642857142857143,1.0,0.03333333333333333,ALL,140.0
2,2d,0.4875,0.0,0.05,ALL,160.0
2,2d,0.3333333333333333,0.015,0.05,ALL,18.0
2,2d,0.5051546391752577,0.03,0.05,ALL,388.0
2,2d,0.5013333333333333,0.06,0.05,ALL,375.0
2,2d,0.5194444444444445,0.12,0.05,ALL,360.0
2,2d,0.6205882352941177,0.25,0.05,ALL,340.0
2,2d,0.7101449275362319,0.5,0.05,ALL,414.0
2,2d,0.8220338983050848,1.0,0.05,ALL,236.0
3,2d,0.49375,0.0,0.06666666666666667,ALL,160.0
3,2d,0.5,0.015,0.06666666666666667,ALL,14.0
3,2d,0.43636363636363634,0.03,0.06666666666666667,ALL,330.0
3,2d,0.5884146341463414,0.06,0.06666666666666667,ALL,328.0
3,2d,0.656441717791411,0.12,0.06666666666666667,ALL,326.0
3,2d,0.7546583850931677,0.25,0.06666666666666667,ALL,322.0
3,2d,0.8897058823529411,0.5,0.06666666666666667,ALL,272.0
3,2d,0.9785714285714285,1.0,0.06666666666666667,ALL,140.0
4,2d,0.5466666666666666,0.0,0.08333333333333333,ALL,150.0
4,2d,0.9,0.015,0.08333333333333333,ALL,10.0
4,2d,0.5185185185185185,0.03,0.08333333333333333,ALL,324.0
4,2d,0.5909090909090909,0.06,0.08333333333333333,ALL,286.0
4,2d,0.7054794520547946,0.12,0.08333333333333333,ALL,292.0
4,2d,0.8431372549019608,0.25,0.08333333333333333,ALL,306.0
4,2d,0.9257142857142857,0.5,0.08333333333333333,ALL,350.0
4,2d,0.9785714285714285,1.0,0.08333333333333333,ALL,140.0
5,2d,0.4957983193277311,0.0,0.1,ALL,238.0
5,2d,0.5555555555555556,0.015,0.1,ALL,18.0
5,2d,0.5612244897959183,0.03,0.1,ALL,490.0
5,2d,0.6403326403326404,0.06,0.1,ALL,481.0
5,2d,0.7418032786885246,0.12,0.1,ALL,488.0
5,2d,0.8542094455852156,0.25,0.1,ALL,487.0
5,2d,0.9700854700854701,0.5,0.1,ALL,468.0
5,2d,1.0,1.0,0.1,ALL,236.0
6,2d,0.4742268041237113,0.0,0.13333333333333333,ALL,194.0
6,2d,0.5833333333333334,0.015,0.13333333333333333,ALL,12.0
6,2d,0.6111111111111112,0.03,0.13333333333333333,ALL,360.0
6,2d,0.6184834123222749,0.06,0.13333333333333333,ALL,422.0
6,2d,0.7284263959390863,0.12,0.13333333333333333,ALL,394.0
6,2d,0.8831521739130435,0.25,0.13333333333333333,ALL,368.0
6,2d,0.9651162790697675,0.5,0.13333333333333333,ALL,344.0
6,2d,1.0,1.0,0.13333333333333333,ALL,140.0
7,2d,0.6153846153846154,0.0,0.16666666666666666,ALL,234.0
7,2d,0.35714285714285715,0.015,0.16666666666666666,ALL,14.0
7,2d,0.5910165484633569,0.03,0.16666666666666666,ALL,423.0
7,2d,0.6767676767676768,0.06,0.16666666666666666,ALL,396.0
7,2d,0.8116279069767441,0.12,0.16666666666666666,ALL,430.0
7,2d,0.9509594882729211,0.25,0.16666666666666666,ALL,469.0
7,2d,0.9824902723735408,0.5,0.16666666666666666,ALL,514.0
7,2d,1.0,1.0,0.16666666666666666,ALL,199.0
8,2d,0.421875,0.0,0.21666666666666667,ALL,192.0
8,2d,0.5,0.015,0.21666666666666667,ALL,14.0
8,2d,0.5919395465994962,0.03,0.21666666666666667,ALL,397.0
8,2d,0.6852791878172588,0.06,0.21666666666666667,ALL,394.0
8,2d,0.8389057750759878,0.12,0.21666666666666667,ALL,329.0
8,2d,0.9711538461538461,0.25,0.21666666666666667,ALL,312.0
8,2d,0.9867986798679867,0.5,0.21666666666666667,ALL,303.0
8,2d,1.0,1.0,0.21666666666666667,ALL,177.0
9,2d,0.4716981132075472,0.0,0.26666666666666666,ALL,212.0
9,2d,0.7,0.015,0.26666666666666666,ALL,20.0
9,2d,0.5881006864988558,0.03,0.26666666666666666,ALL,437.0
9,2d,0.6816143497757847,0.06,0.26666666666666666,ALL,446.0
9,2d,0.8423153692614771,0.12,0.26666666666666666,ALL,501.0
9,2d,0.9487179487179487,0.25,0.26666666666666666,ALL,468.0
9,2d,0.9913419913419913,0.5,0.26666666666666666,ALL,462.0
9,2d,1.0,1.0,0.26666666666666666,ALL,210.0
10,2d,0.4678111587982833,0.0,0.35,ALL,233.0
10,2d,0.625,0.015,0.35,ALL,16.0
10,2d,0.6236323851203501,0.03,0.35,ALL,457.0
10,2d,0.7419354838709677,0.06,0.35,ALL,465.0
10,2d,0.8369304556354916,0.12,0.35,ALL,417.0
10,2d,0.9702970297029703,0.25,0.35,ALL,404.0
10,2d,0.9951807228915662,0.5,0.35,ALL,415.0
10,2d,1.0,1.0,0.35,ALL,188.0
11,2d,0.4595744680851064,0.0,0.45,ALL,235.0
11,2d,0.7142857142857143,0.015,0.45,ALL,14.0
11,2d,0.6498855835240275,0.03,0.45,ALL,437.0
11,2d,0.726161369193154,0.06,0.45,ALL,409.0
11,2d,0.8744588744588745,0.12,0.45,ALL,462.0
11,2d,0.9697624190064795,0.25,0.45,ALL,463.0
11,2d,1.0,0.5,0.45,ALL,450.0
11,2d,1.0,1.0,0.45,ALL,204.0
12,2d,0.5580357142857143,0.0,0.5833333333333334,ALL,224.0
12,2d,0.5,0.015,0.5833333333333334,ALL,18.0
12,2d,0.604494382022472,0.03,0.5833333333333334,ALL,445.0
12,2d,0.7469135802469136,0.06,0.5833333333333334,ALL,486.0
12,2d,0.8850102669404517,0.12,0.5833333333333334,ALL,487.0
12,2d,0.9784735812133072,0.25,0.5833333333333334,ALL,511.0
12,2d,0.9934782608695653,0.5,0.5833333333333334,ALL,460.0
12,2d,1.0,1.0,0.5833333333333334,ALL,210.0
13,2d,0.5318181818181819,0.0,0.7666666666666667,ALL,220.0
13,2d,0.3181818181818182,0.015,0.7666666666666667,ALL,22.0
13,2d,0.6652360515021459,0.03,0.7666666666666667,ALL,466.0
13,2d,0.8076923076923077,0.06,0.7666666666666667,ALL,442.0
13,2d,0.9011494252873563,0.12,0.7666666666666667,ALL,435.0
13,2d,0.9721518987341772,0.25,0.7666666666666667,ALL,395.0
13,2d,0.9953271028037384,0.5,0.7666666666666667,ALL,428.0
13,2d,1.0,1.0,0.7666666666666667,ALL,204.0
14,2d,0.4057971014492754,0.0,0.9833333333333333,ALL,138.0
14,2d,0.6666666666666666,0.015,0.9833333333333333,ALL,12.0
14,2d,0.7007042253521126,0.03,0.9833333333333333,ALL,284.0
14,2d,0.7876712328767124,0.06,0.9833333333333333,ALL,292.0
14,2d,0.9215017064846417,0.12,0.9833333333333333,ALL,293.0
14,2d,0.9743589743589743,0.25,0.9833333333333333,ALL,351.0
14,2d,0.9948717948717949,0.5,0.9833333333333333,ALL,390.0
14,2d,1.0,1.0,0.9833333333333333,ALL,204.0
15,2d,0.5161290322580645,0.0,1.2666666666666666,ALL,62.0
15,2d,0.75,0.015,1.2666666666666666,ALL,4.0
