di,dotmode,y,x,dur,subj,ntrials
1,2d,0.5078125,0.0,0.03333333333333333,ALL,128.0
1,2d,0.5,0.015,0.03333333333333333,ALL,14.0
1,2d,0.47530864197530864,0.03,0.03333333333333333,ALL,324.0
1,2d,0.4876543209876543,0.06,0.03333333333333333,ALL,324.0
1,2d,0.4968944099378882,0.12,0.03333333333333333,ALL,322.0
1,2d,0.53125,0.25,0.03333333333333333,ALL,320.0
1,2d,0.5650406504065041,0.5,0.03333333333333333,ALL,246.0
1,2d,0.5642857142857143,1.0,0.03333333333333333,ALL,140.0
3,2d,0.4875,0.0,0.05,ALL,160.0
3,2d,0.3333333333333333,0.015,0.05,ALL,18.0
3,2d,0.5051546391752577,0.03,0.05,ALL,388.0
3,2d,0.5013333333333333,0.06,0.05,ALL,375.0
3,2d,0.5194444444444445,0.12,0.05,ALL,360.0
3,2d,0.6205882352941177,0.25,0.05,ALL,340.0
3,2d,0.7101449275362319,0.5,0.05,ALL,414.0
3,2d,0.8220338983050848,1.0,0.05,ALL,236.0
4,2d,0.49375,0.0,0.06666666666666667,ALL,160.0
4,2d,0.5,0.015,0.06666666666666667,ALL,14.0
4,2d,0.43636363636363634,0.03,0.06666666666666667,ALL,330.0
4,2d,0.5884146341463414,0.06,0.06666666666666667,ALL,328.0
4,2d,0.656441717791411,0.12,0.06666666666666667,ALL,326.0
4,2d,0.7546583850931677,0.25,0.06666666666666667,ALL,322.0
4,2d,0.8897058823529411,0.5,0.06666666666666667,ALL,272.0
4,2d,0.9785714285714285,1.0,0.06666666666666667,ALL,140.0
5,2d,0.5466666666666666,0.0,0.08333333333333333,ALL,150.0
5,2d,0.9,0.015,0.08333333333333333,ALL,10.0
5,2d,0.5185185185185185,0.03,0.08333333333333333,ALL,324.0
5,2d,0.5909090909090909,0.06,0.08333333333333333,ALL,286.0
5,2d,0.7054794520547946,0.12,0.08333333333333333,ALL,292.0
5,2d,0.8431372549019608,0.25,0.08333333333333333,ALL,306.0
5,2d,0.9257142857142857,0.5,0.08333333333333333,ALL,350.0
5,2d,0.9785714285714285,1.0,0.08333333333333333,ALL,140.0
6,2d,0.475,0.0,0.1,ALL,120.0
6,2d,0.5,0.015,0.1,ALL,10.0
6,2d,0.5610687022900763,0.03,0.1,ALL,262.0
6,2d,0.627177700348432,0.06,0.1,ALL,287.0
6,2d,0.7659574468085106,0.12,0.1,ALL,282.0
6,2d,0.808,0.25,0.1,ALL,250.0
6,2d,0.9575471698113207,0.5,0.1,ALL,212.0
6,2d,1.0,1.0,0.1,ALL,118.0
7,2d,0.5169491525423728,0.0,0.11666666666666667,ALL,118.0
7,2d,0.625,0.015,0.11666666666666667,ALL,8.0
7,2d,0.5614035087719298,0.03,0.11666666666666667,ALL,228.0
7,2d,0.6597938144329897,0.06,0.11666666666666667,ALL,194.0
7,2d,0.7087378640776699,0.12,0.11666666666666667,ALL,206.0
7,2d,0.9029535864978903,0.25,0.11666666666666667,ALL,237.0
7,2d,0.98046875,0.5,0.11666666666666667,ALL,256.0
7,2d,1.0,1.0,0.11666666666666667,ALL,118.0
8,2d,0.45689655172413796,0.0,0.13333333333333333,ALL,116.0
8,2d,0.8333333333333334,0.015,0.13333333333333333,ALL,6.0
8,2d,0.6287128712871287,0.03,0.13333333333333333,ALL,202.0
8,2d,0.6103896103896104,0.06,0.13333333333333333,ALL,231.0
8,2d,0.6714975845410628,0.12,0.13333333333333333,ALL,207.0
8,2d,0.8677248677248677,0.25,0.13333333333333333,ALL,189.0
8,2d,0.9698795180722891,0.5,0.13333333333333333,ALL,166.0
8,2d,1.0,1.0,0.13333333333333333,ALL,70.0
9,2d,0.512987012987013,0.0,0.15,ALL,154.0
9,2d,0.3333333333333333,0.015,0.15,ALL,12.0
9,2d,0.577922077922078,0.03,0.15,ALL,308.0
9,2d,0.640117994100295,0.06,0.15,ALL,339.0
9,2d,0.7926829268292683,0.12,0.15,ALL,328.0
9,2d,0.930635838150289,0.25,0.15,ALL,346.0
9,2d,0.968421052631579,0.5,0.15,ALL,380.0
9,2d,1.0,1.0,0.15,ALL,164.0
10,2d,0.6582278481012658,0.0,0.18333333333333332,ALL,158.0
10,2d,0.375,0.015,0.18333333333333332,ALL,8.0
10,2d,0.6043956043956044,0.03,0.18333333333333332,ALL,273.0
10,2d,0.6895161290322581,0.06,0.18333333333333332,ALL,248.0
10,2d,0.8200692041522492,0.12,0.18333333333333332,ALL,289.0
10,2d,0.9437086092715232,0.25,0.18333333333333332,ALL,302.0
10,2d,0.9871794871794872,0.5,0.18333333333333332,ALL,312.0
10,2d,1.0,1.0,0.18333333333333332,ALL,105.0
11,2d,0.421875,0.0,0.21666666666666667,ALL,192.0
11,2d,0.5,0.015,0.21666666666666667,ALL,14.0
11,2d,0.5919395465994962,0.03,0.21666666666666667,ALL,397.0
11,2d,0.6852791878172588,0.06,0.21666666666666667,ALL,394.0
11,2d,0.8389057750759878,0.12,0.21666666666666667,ALL,329.0
11,2d,0.9711538461538461,0.25,0.21666666666666667,ALL,312.0
11,2d,0.9867986798679867,0.5,0.21666666666666667,ALL,303.0
11,2d,1.0,1.0,0.21666666666666667,ALL,177.0
12,2d,0.4852941176470588,0.0,0.26666666666666666,ALL,136.0
12,2d,0.7142857142857143,0.015,0.26666666666666666,ALL,14.0
12,2d,0.5827586206896552,0.03,0.26666666666666666,ALL,290.0
12,2d,0.7104377104377104,0.06,0.26666666666666666,ALL,297.0
12,2d,0.8606271777003485,0.12,0.26666666666666666,ALL,287.0
12,2d,0.9460431654676259,0.25,0.26666666666666666,ALL,278.0
12,2d,0.9896907216494846,0.5,0.26666666666666666,ALL,291.0
12,2d,1.0,1.0,0.26666666666666666,ALL,140.0
13,2d,0.45,0.0,0.31666666666666665,ALL,160.0
13,2d,0.7,0.015,0.31666666666666665,ALL,10.0
13,2d,0.6241379310344828,0.03,0.31666666666666665,ALL,290.0
13,2d,0.7022653721682848,0.06,0.31666666666666665,ALL,309.0
13,2d,0.8446866485013624,0.12,0.31666666666666665,ALL,367.0
13,2d,0.9617486338797814,0.25,0.31666666666666665,ALL,366.0
13,2d,0.9970414201183432,0.5,0.31666666666666665,ALL,338.0
13,2d,1.0,1.0,0.31666666666666665,ALL,129.0
14,2d,0.47651006711409394,0.0,0.38333333333333336,ALL,149.0
14,2d,0.5833333333333334,0.015,0.38333333333333336,ALL,12.0
14,2d,0.6114649681528662,0.03,0.38333333333333336,ALL,314.0
14,2d,0.7245901639344262,0.06,0.38333333333333336,ALL,305.0
14,2d,0.8106060606060606,0.12,0.38333333333333336,ALL,264.0
14,2d,0.9692982456140351,0.25,0.38333333333333336,ALL,228.0
14,2d,0.9919354838709677,0.5,0.38333333333333336,ALL,248.0
14,2d,1.0,1.0,0.38333333333333336,ALL,129.0
15,2d,0.4742857142857143,0.0,0.45,ALL,175.0
15,2d,0.6,0.015,0.45,ALL,10.0
15,2d,0.6261980830670927,0.03,0.45,ALL,313.0
15,2d,0.7142857142857143,0.06,0.45,ALL,315.0
15,2d,0.8694444444444445,0.12,0.45,ALL,360.0
15,2d,0.9695431472081218,0.25,0.45,ALL,394.0
15,2d,1.0,0.5,0.45,ALL,380.0
15,2d,1.0,1.0,0.45,ALL,148.0
16,2d,0.5,0.0,0.55,ALL,150.0
16,2d,0.6428571428571429,0.015,0.55,ALL,14.0
16,2d,0.646875,0.03,0.55,ALL,320.0
16,2d,0.75,0.06,0.55,ALL,300.0
