di,dotmode,y,x,dur,subj,ntrials
1,2d,0.5078125,0.0,0.03333333333333333,ALL,128.0
1,2d,0.5,0.015,0.03333333333333333,ALL,14.0
1,2d,0.47530864197530864,0.03,0.03333333333333333,ALL,324.0
1,2d,0.4876543209876543,0.06,0.03333333333333333,ALL,324.0
1,2d,0.4968944099378882,0.12,0.03333333333333333,ALL,322.0
1,2d,0.53125,0.25,0.03333333333333333,ALL,320.0
1,2d,0.5650406504065041,0.5,0.03333333333333333,ALL,246.0
1,2d,0.5642857142857143,1.0,0.03333333333333333,ALL,140.0
2,2d,0.4875,0.0,0.05,ALL,160.0
2,2d,0.3333333333333333,0.015,0.05,ALL,18.0
2,2d,0.5051546391752577,0.03,0.05,ALL,388.0
2,2d,0.5013333333333333,0.06,0.05,ALL,375.0
2,2d,0.5194444444444445,0.12,0.05,ALL,360.0
2,2d,0.6205882352941177,0.25,0.05,ALL,340.0
2,2d,0.7101449275362319,0.5,0.05,ALL,414.0
2,2d,0.8220338983050848,1.0,0.05,ALL,236.0
4,2d,0.49375,0.0,0.06666666666666667,ALL,160.0
4,2d,0.5,0.015,0.06666666666666667,ALL,14.0
4,2d,0.43636363636363634,0.03,0.06666666666666667,ALL,330.0
4,2d,0.5884146341463414,0.06,0.06666666666666667,ALL,328.0
4,2d,0.656441717791411,0.12,0.06666666666666667,ALL,326.0
4,2d,0.7546583850931677,0.25,0.06666666666666667,ALL,322.0
4,2d,0.8897058823529411,0.5,0.06666666666666667,ALL,272.0
4,2d,0.9785714285714285,1.0,0.06666666666666667,ALL,140.0
5,2d,0.5148148148148148,0.0,0.08333333333333333,ALL,270.0
5,2d,0.7,0.015,0.08333333333333333,ALL,20.0
5,2d,0.537542662116041,0.03,0.08333333333333333,ALL,586.0
5,2d,0.6090750436300174,0.06,0.08333333333333333,ALL,573.0
5,2d,0.735191637630662,0.12,0.08333333333333333,ALL,574.0
5,2d,0.8273381294964028,0.25,0.08333333333333333,ALL,556.0
5,2d,0.9377224199288257,0.5,0.08333333333333333,ALL,562.0
5,2d,0.9883720930232558,1.0,0.08333333333333333,ALL,258.0
6,2d,0.5169491525423728,0.0,0.11666666666666667,ALL,118.0
6,2d,0.625,0.015,0.11666666666666667,ALL,8.0
6,2d,0.5614035087719298,0.03,0.11666666666666667,ALL,228.0
6,2d,0.6597938144329897,0.06,0.11666666666666667,ALL,194.0
6,2d,0.7087378640776699,0.12,0.11666666666666667,ALL,206.0
6,2d,0.9029535864978903,0.25,0.11666666666666667,ALL,237.0
6,2d,0.98046875,0.5,0.11666666666666667,ALL,256.0
6,2d,1.0,1.0,0.11666666666666667,ALL,118.0
7,2d,0.4742268041237113,0.0,0.13333333333333333,ALL,194.0
7,2d,0.5833333333333334,0.015,0.13333333333333333,ALL,12.0
7,2d,0.6111111111111112,0.03,0.13333333333333333,ALL,360.0
7,2d,0.6184834123222749,0.06,0.13333333333333333,ALL,422.0
7,2d,0.7284263959390863,0.12,0.13333333333333333,ALL,394.0
7,2d,0.8831521739130435,0.25,0.13333333333333333,ALL,368.0
7,2d,0.9651162790697675,0.5,0.13333333333333333,ALL,344.0
7,2d,1.0,1.0,0.13333333333333333,ALL,140.0
8,2d,0.6153846153846154,0.0,0.16666666666666666,ALL,234.0
8,2d,0.35714285714285715,0.015,0.16666666666666666,ALL,14.0
8,2d,0.5910165484633569,0.03,0.16666666666666666,ALL,423.0
8,2d,0.6767676767676768,0.06,0.16666666666666666,ALL,396.0
8,2d,0.8116279069767441,0.12,0.16666666666666666,ALL,430.0
8,2d,0.9509594882729211,0.25,0.16666666666666666,ALL,469.0
8,2d,0.9824902723735408,0.5,0.16666666666666666,ALL,514.0
8,2d,1.0,1.0,0.16666666666666666,ALL,199.0
9,2d,0.421875,0.0,0.21666666666666667,ALL,192.0
9,2d,0.5,0.015,0.21666666666666667,ALL,14.0
9,2d,0.5919395465994962,0.03,0.21666666666666667,ALL,397.0
9,2d,0.6852791878172588,0.06,0.21666666666666667,ALL,394.0
9,2d,0.8389057750759878,0.12,0.21666666666666667,ALL,329.0
9,2d,0.9711538461538461,0.25,0.21666666666666667,ALL,312.0
9,2d,0.9867986798679867,0.5,0.21666666666666667,ALL,303.0
9,2d,1.0,1.0,0.21666666666666667,ALL,177.0
10,2d,0.5,0.0,0.26666666666666666,ALL,192.0
10,2d,0.75,0.015,0.26666666666666666,ALL,16.0
10,2d,0.587431693989071,0.03,0.26666666666666666,ALL,366.0
10,2d,0.688953488372093,0.06,0.26666666666666666,ALL,344.0
10,2d,0.850632911392405,0.12,0.26666666666666666,ALL,395.0
10,2d,0.9467005076142132,0.25,0.26666666666666666,ALL,394.0
10,2d,0.9895561357702349,0.5,0.26666666666666666,ALL,383.0
10,2d,1.0,1.0,0.26666666666666666,ALL,164.0
11,2d,0.42,0.0,0.3333333333333333,ALL,150.0
11,2d,0.6153846153846154,0.015,0.3333333333333333,ALL,13.0
11,2d,0.6130952380952381,0.03,0.3333333333333333,ALL,336.0
11,2d,0.7415730337078652,0.06,0.3333333333333333,ALL,356.0
11,2d,0.8440677966101695,0.12,0.3333333333333333,ALL,295.0
11,2d,0.9614035087719298,0.25,0.3333333333333333,ALL,285.0
11,2d,1.0,0.5,0.3333333333333333,ALL,302.0
11,2d,1.0,1.0,0.3333333333333333,ALL,164.0
12,2d,0.4896907216494845,0.0,0.4,ALL,194.0
12,2d,0.46153846153846156,0.015,0.4,ALL,13.0
12,2d,0.6212534059945504,0.03,0.4,ALL,367.0
12,2d,0.7030812324929971,0.06,0.4,ALL,357.0
12,2d,0.8408551068883611,0.12,0.4,ALL,421.0
12,2d,0.9814385150812065,0.25,0.4,ALL,431.0
12,2d,0.9943502824858758,0.5,0.4,ALL,354.0
12,2d,1.0,1.0,0.4,ALL,140.0
13,2d,0.4690265486725664,0.0,0.5,ALL,226.0
13,2d,0.7222222222222222,0.015,0.5,ALL,18.0
13,2d,0.648910411622276,0.03,0.5,ALL,413.0
13,2d,0.7463054187192119,0.06,0.5,ALL,406.0
13,2d,0.8837837837837837,0.12,0.5,ALL,370.0
13,2d,0.9642857142857143,0.25,0.5,ALL,364.0
13,2d,0.9955257270693513,0.5,0.5,ALL,447.0
13,2d,1.0,1.0,0.5,ALL,204.0
14,2d,0.585,0.0,0.6333333333333333,ALL,200.0
14,2d,0.5,0.015,0.6333333333333333,ALL,14.0
14,2d,0.6116504854368932,0.03,0.6333333333333333,ALL,412.0
14,2d,0.7556675062972292,0.06,0.6333333333333333,ALL,397.0
14,2d,0.8843373493975903,0.12,0.6333333333333333,ALL,415.0
14,2d,0.9781553398058253,0.25,0.6333333333333333,ALL,412.0
14,2d,0.9975186104218362,0.5,0.6333333333333333,ALL,403.0
14,2d,1.0,1.0,0.6333333333333333,ALL,188.0
15,2d,0.5,0.0,0.8,ALL,164.0
15,2d,0.25,0.015,0.8,ALL,16.0
15,2d,0.6813186813186813,0.03,0.8,ALL,364.0
15,2d,0.8058252427184466,0.06,0.8,ALL,412.0
15,2d,0.8987951807228916,0.12,0.8,ALL,415.0
15,2d,0.9741784037558685,0.25,0.8,ALL,426.0
15,2d,0.9926108374384236,0.5,0.8,ALL,406.0
15,2d,1.0,1.0,0.8,ALL,156.0
16,2d,0.41509433962264153,0.0,1.0,ALL,106.0
16,2d,0.6666666666666666,0.015,1.0,ALL,12.0
16,2d,0.7016129032258065,0.03,1.0,ALL,248.0
16,2d,0.7795275590551181,0.06,1.0,ALL,254.0
