di,dotmode,y,x,dur,subj,ntrials
1,2d,0.5078125,0.0,0.03333333333333333,ALL,128.0
1,2d,0.5,0.015,0.03333333333333333,ALL,14.0
1,2d,0.47530864197530864,0.03,0.03333333333333333,ALL,324.0
1,2d,0.4876543209876543,0.06,0.03333333333333333,ALL,324.0
1,2d,0.4968944099378882,0.12,0.03333333333333333,ALL,322.0
1,2d,0.53125,0.25,0.03333333333333333,ALL,320.0
1,2d,0.5650406504065041,0.5,0.03333333333333333,ALL,246.0
1,2d,0.5642857142857143,1.0,0.03333333333333333,ALL,140.0
2,2d,0.4875,0.0,0.05,ALL,160.0
2,2d,0.3333333333333333,0.015,0.05,ALL,18.0
2,2d,0.5051546391752577,0.03,0.05,ALL,388.0
2,2d,0.5013333333333333,0.06,0.05,ALL,375.0
2,2d,0.5194444444444445,0.12,0.05,ALL,360.0
2,2d,0.6205882352941177,0.25,0.05,ALL,340.0
2,2d,0.7101449275362319,0.5,0.05,ALL,414.0
2,2d,0.8220338983050848,1.0,0.05,ALL,236.0
3,2d,0.5193548387096775,0.0,0.06666666666666667,ALL,310.0
3,2d,0.6666666666666666,0.015,0.06666666666666667,ALL,24.0
3,2d,0.47706422018348627,0.03,0.06666666666666667,ALL,654.0
3,2d,0.5895765472312704,0.06,0.06666666666666667,ALL,614.0
3,2d,0.6796116504854369,0.12,0.06666666666666667,ALL,618.0
3,2d,0.7977707006369427,0.25,0.06666666666666667,ALL,628.0
3,2d,0.909967845659164,0.5,0.06666666666666667,ALL,622.0
3,2d,0.9785714285714285,1.0,0.06666666666666667,ALL,280.0
4,2d,0.4957983193277311,0.0,0.1,ALL,238.0
4,2d,0.5555555555555556,0.015,0.1,ALL,18.0
4,2d,0.5612244897959183,0.03,0.1,ALL,490.0
4,2d,0.6403326403326404,0.06,0.1,ALL,481.0
4,2d,0.7418032786885246,0.12,0.1,ALL,488.0
4,2d,0.8542094455852156,0.25,0.1,ALL,487.0
4,2d,0.9700854700854701,0.5,0.1,ALL,468.0
4,2d,1.0,1.0,0.1,ALL,236.0
5,2d,0.5282485875706214,0.0,0.13333333333333333,ALL,354.0
5,2d,0.4583333333333333,0.015,0.13333333333333333,ALL,24.0
5,2d,0.60790273556231,0.03,0.13333333333333333,ALL,658.0
5,2d,0.631578947368421,0.06,0.13333333333333333,ALL,684.0
5,2d,0.7677514792899408,0.12,0.13333333333333333,ALL,676.0
5,2d,0.9124087591240876,0.25,0.13333333333333333,ALL,685.0
5,2d,0.9746121297602257,0.5,0.13333333333333333,ALL,709.0
5,2d,1.0,1.0,0.13333333333333333,ALL,304.0
6,2d,0.48872180451127817,0.0,0.2,ALL,266.0
6,2d,0.5,0.015,0.2,ALL,16.0
6,2d,0.5842911877394636,0.03,0.2,ALL,522.0
6,2d,0.6950757575757576,0.06,0.2,ALL,528.0
6,2d,0.8238993710691824,0.12,0.2,ALL,477.0
6,2d,0.9676724137931034,0.25,0.2,ALL,464.0
6,2d,0.9845132743362832,0.5,0.2,ALL,452.0
6,2d,1.0,1.0,0.2,ALL,212.0
7,2d,0.46621621621621623,0.0,0.26666666666666666,ALL,296.0
7,2d,0.7083333333333334,0.015,0.26666666666666666,ALL,24.0
7,2d,0.603448275862069,0.03,0.26666666666666666,ALL,580.0
7,2d,0.7062706270627063,0.06,0.26666666666666666,ALL,606.0
7,2d,0.8516819571865444,0.12,0.26666666666666666,ALL,654.0
7,2d,0.9549689440993789,0.25,0.26666666666666666,ALL,644.0
7,2d,0.9936406995230525,0.5,0.26666666666666666,ALL,629.0
7,2d,1.0,1.0,0.26666666666666666,ALL,269.0
8,2d,0.47435897435897434,0.0,0.38333333333333336,ALL,312.0
8,2d,0.55,0.015,0.38333333333333336,ALL,20.0
8,2d,0.6162988115449916,0.03,0.38333333333333336,ALL,589.0
8,2d,0.7085514834205934,0.06,0.38333333333333336,ALL,573.0
8,2d,0.8439201451905626,0.12,0.38333333333333336,ALL,551.0
8,2d,0.9744525547445255,0.25,0.38333333333333336,ALL,548.0
8,2d,0.99644128113879,0.5,0.38333333333333336,ALL,562.0
8,2d,1.0,1.0,0.38333333333333336,ALL,247.0
9,2d,0.527027027027027,0.0,0.5333333333333333,ALL,296.0
9,2d,0.625,0.015,0.5333333333333333,ALL,24.0
9,2d,0.6293245469522241,0.03,0.5333333333333333,ALL,607.0
9,2d,0.7575757575757576,0.06,0.5333333333333333,ALL,627.0
9,2d,0.8821752265861027,0.12,0.5333333333333333,ALL,662.0
9,2d,0.9724770642201835,0.25,0.5333333333333333,ALL,654.0
9,2d,0.9949664429530202,0.5,0.5333333333333333,ALL,596.0
9,2d,1.0,1.0,0.5333333333333333,ALL,296.0
10,2d,0.503731343283582,0.0,0.7666666666666667,ALL,268.0
10,2d,0.375,0.015,0.7666666666666667,ALL,24.0
10,2d,0.6666666666666666,0.03,0.7666666666666667,ALL,570.0
10,2d,0.7960992907801419,0.06,0.7666666666666667,ALL,564.0
10,2d,0.9090909090909091,0.12,0.7666666666666667,ALL,539.0
10,2d,0.9745454545454545,0.25,0.7666666666666667,ALL,550.0
10,2d,0.9948805460750854,0.5,0.7666666666666667,ALL,586.0
10,2d,1.0,1.0,0.7666666666666667,ALL,263.0
11,2d,0.4605263157894737,0.0,1.0666666666666667,ALL,152.0
11,2d,0.6428571428571429,0.015,1.0666666666666667,ALL,14.0
11,2d,0.7210144927536232,0.03,1.0666666666666667,ALL,276.0
11,2d,0.7794117647058824,0.06,1.0666666666666667,ALL,272.0
11,2d,0.9010238907849829,0.12,1.0666666666666667,ALL,293.0
11,2d,0.978125,0.25,1.0666666666666667,ALL,320.0
11,2d,0.9943820224719101,0.5,1.0666666666666667,ALL,356.0
11,2d,1.0,1.0,1.0666666666666667,ALL,161.0
12,2d,0.625,0.015,1.5,ALL,8.0
12,2d,0.7142857142857143,0.03,1.5,ALL,42.0
12,2d,0.82,0.06,1.5,ALL,50.0
12,2d,0.9791666666666666,0.12,1.5,ALL,48.0
12,2d,0.925,0.25,1.5,ALL,40.0
12,2d,1.0,0.5,1.5,ALL,40.0
12,2d,1.0,1.0,1.5,ALL,32.0
13,2d,0.4166666666666667,0.015,2.1333333333333333,ALL,12.0
13,2d,0.5666666666666667,0.03,2.1333333333333333,ALL,60.0
13,2d,0.7419354838709677,0.06,2.1333333333333333,ALL,62.0
13,2d,0.8970588235294118,0.12,2.1333333333333333,ALL,68.0
13,2d,1.0,0.25,2.1333333333333333,ALL,60.0
13,2d,1.0,0.5,2.1333333333333333,ALL,60.0
13,2d,1.0,1.0,2.1333333333333333,ALL,48.0
14,2d,0.4375,0.015,3.0166666666666666,ALL,16.0
14,2d,0.675,0.03,3.0166666666666666,ALL,80.0
14,2d,0.9125,0.06,3.0166666666666666,ALL,80.0
14,2d,0.9880952380952381,0.12,3.0166666666666666,ALL,84.0
14,2d,1.0,0.25,3.0166666666666666,ALL,98.0
14,2d,0.9886363636363636,0.5,3.0166666666666666,ALL,88.0
14,2d,1.0,1.0,3.0166666666666666,ALL,64.0
15,2d,0.6666666666666666,0.015,4.233333333333333,ALL,24.0
15,2d,0.675,0.03,4.233333333333333,ALL,120.0
15,2d,0.8583333333333333,0.06,4.233333333333333,ALL,120.0
15,2d,0.9416666666666667,0.12,4.233333333333333,ALL,120.0
15,2d,1.0,0.25,4.233333333333333,ALL,122.0
15,2d,1.0,0.5,4.233333333333333,ALL,132.0
15,2d,1.0,1.0,4.233333333333333,ALL,112.0
