di,dotmode,y,x,dur,subj,ntrials
1,2d,0.5078125,0.0,0.03333333333333333,ALL,128.0
1,2d,0.5,0.015,0.03333333333333333,ALL,14.0
1,2d,0.47530864197530864,0.03,0.03333333333333333,ALL,324.0
1,2d,0.4876543209876543,0.06,0.03333333333333333,ALL,324.0
1,2d,0.4968944099378882,0.12,0.03333333333333333,ALL,322.0
1,2d,0.53125,0.25,0.03333333333333333,ALL,320.0
1,2d,0.5650406504065041,0.5,0.03333333333333333,ALL,246.0
1,2d,0.5642857142857143,1.0,0.03333333333333333,ALL,140.0
2,2d,0.4875,0.0,0.05,ALL,160.0
2,2d,0.3333333333333333,0.015,0.05,ALL,18.0
2,2d,0.5051546391752577,0.03,0.05,ALL,388.0
2,2d,0.5013333333333333,0.06,0.05,ALL,375.0
2,2d,0.5194444444444445,0.12,0.05,ALL,360.0
2,2d,0.6205882352941177,0.25,0.05,ALL,340.0
2,2d,0.7101449275362319,0.5,0.05,ALL,414.0
2,2d,0.8220338983050848,1.0,0.05,ALL,236.0
3,2d,0.49375,0.0,0.06666666666666667,ALL,160.0
3,2d,0.5,0.015,0.06666666666666667,ALL,14.0
3,2d,0.43636363636363634,0.03,0.06666666666666667,ALL,330.0
3,2d,0.5884146341463414,0.06,0.06666666666666667,ALL,328.0
3,2d,0.656441717791411,0.12,0.06666666666666667,ALL,326.0
3,2d,0.7546583850931677,0.25,0.06666666666666667,ALL,322.0
3,2d,0.8897058823529411,0.5,0.06666666666666667,ALL,272.0
3,2d,0.9785714285714285,1.0,0.06666666666666667,ALL,140.0
4,2d,0.5466666666666666,0.0,0.08333333333333333,ALL,150.0
4,2d,0.9,0.015,0.08333333333333333,ALL,10.0
4,2d,0.5185185185185185,0.03,0.08333333333333333,ALL,324.0
4,2d,0.5909090909090909,0.06,0.08333333333333333,ALL,286.0
4,2d,0.7054794520547946,0.12,0.08333333333333333,ALL,292.0
4,2d,0.8431372549019608,0.25,0.08333333333333333,ALL,306.0
4,2d,0.9257142857142857,0.5,0.08333333333333333,ALL,350.0
4,2d,0.9785714285714285,1.0,0.08333333333333333,ALL,140.0
5,2d,0.4957983193277311,0.0,0.1,ALL,238.0
5,2d,0.5555555555555556,0.015,0.1,ALL,18.0
5,2d,0.5612244897959183,0.03,0.1,ALL,490.0
5,2d,0.6403326403326404,0.06,0.1,ALL,481.0
5,2d,0.7418032786885246,0.12,0.1,ALL,488.0
5,2d,0.8542094455852156,0.25,0.1,ALL,487.0
5,2d,0.9700854700854701,0.5,0.1,ALL,468.0
5,2d,1.0,1.0,0.1,ALL,236.0
6,2d,0.4888888888888889,0.0,0.13333333333333333,ALL,270.0
6,2d,0.5,0.015,0.13333333333333333,ALL,18.0
6,2d,0.5980392156862745,0.03,0.13333333333333333,ALL,510.0
6,2d,0.6280701754385964,0.06,0.13333333333333333,ALL,570.0
6,2d,0.7457943925233644,0.12,0.13333333333333333,ALL,535.0
6,2d,0.908411214953271,0.25,0.13333333333333333,ALL,535.0
6,2d,0.9688644688644689,0.5,0.13333333333333333,ALL,546.0
6,2d,1.0,1.0,0.13333333333333333,ALL,234.0
7,2d,0.6019417475728155,0.0,0.18333333333333332,ALL,206.0
7,2d,0.35714285714285715,0.015,0.18333333333333332,ALL,14.0
7,2d,0.5926829268292683,0.03,0.18333333333333332,ALL,410.0
7,2d,0.6750629722921915,0.06,0.18333333333333332,ALL,397.0
7,2d,0.8275862068965517,0.12,0.18333333333333332,ALL,435.0
7,2d,0.956221198156682,0.25,0.18333333333333332,ALL,434.0
7,2d,0.9849624060150376,0.5,0.18333333333333332,ALL,399.0
7,2d,1.0,1.0,0.18333333333333332,ALL,164.0
8,2d,0.46396396396396394,0.0,0.23333333333333334,ALL,222.0
8,2d,0.75,0.015,0.23333333333333334,ALL,16.0
8,2d,0.5796766743648961,0.03,0.23333333333333334,ALL,433.0
8,2d,0.6924829157175398,0.06,0.23333333333333334,ALL,439.0
8,2d,0.8567961165048543,0.12,0.23333333333333334,ALL,412.0
8,2d,0.9523809523809523,0.25,0.23333333333333334,ALL,420.0
8,2d,0.9873737373737373,0.5,0.23333333333333334,ALL,396.0
8,2d,1.0,1.0,0.23333333333333334,ALL,188.0
9,2d,0.4431818181818182,0.0,0.3,ALL,264.0
9,2d,0.6190476190476191,0.015,0.3,ALL,21.0
9,2d,0.6181474480151229,0.03,0.3,ALL,529.0
9,2d,0.7312252964426877,0.06,0.3,ALL,506.0
9,2d,0.8351409978308026,0.12,0.3,ALL,461.0
9,2d,0.9567198177676538,0.25,0.3,ALL,439.0
9,2d,0.998019801980198,0.5,0.3,ALL,505.0
9,2d,1.0,1.0,0.3,ALL,258.0
10,2d,0.4681818181818182,0.0,0.4,ALL,220.0
10,2d,0.5,0.015,0.4,ALL,14.0
10,2d,0.6368159203980099,0.03,0.4,ALL,402.0
10,2d,0.7004950495049505,0.06,0.4,ALL,404.0
10,2d,0.8469601677148847,0.12,0.4,ALL,477.0
10,2d,0.9790794979079498,0.25,0.4,ALL,478.0
10,2d,0.995575221238938,0.5,0.4,ALL,452.0
10,2d,1.0,1.0,0.4,ALL,188.0
11,2d,0.50199203187251,0.0,0.5166666666666667,ALL,251.0
11,2d,0.631578947368421,0.015,0.5166666666666667,ALL,19.0
11,2d,0.6227180527383367,0.03,0.5166666666666667,ALL,493.0
11,2d,0.7430830039525692,0.06,0.5166666666666667,ALL,506.0
11,2d,0.8973214285714286,0.12,0.5166666666666667,ALL,448.0
11,2d,0.9698924731182795,0.25,0.5166666666666667,ALL,465.0
11,2d,0.9958677685950413,0.5,0.5166666666666667,ALL,484.0
11,2d,1.0,1.0,0.5166666666666667,ALL,226.0
12,2d,0.5947136563876652,0.0,0.6833333333333333,ALL,227.0
12,2d,0.4090909090909091,0.015,0.6833333333333333,ALL,22.0
12,2d,0.6424242424242425,0.03,0.6833333333333333,ALL,495.0
12,2d,0.7795918367346939,0.06,0.6833333333333333,ALL,490.0
12,2d,0.8768656716417911,0.12,0.6833333333333333,ALL,536.0
12,2d,0.9765957446808511,0.25,0.6833333333333333,ALL,470.0
12,2d,0.9954545454545455,0.5,0.6833333333333333,ALL,440.0
12,2d,1.0,1.0,0.6833333333333333,ALL,204.0
13,2d,0.3977272727272727,0.0,0.9,ALL,176.0
13,2d,0.5,0.015,0.9,ALL,16.0
13,2d,0.6989795918367347,0.03,0.9,ALL,392.0
13,2d,0.7933673469387755,0.06,0.9,ALL,392.0
13,2d,0.9210526315789473,0.12,0.9,ALL,380.0
13,2d,0.9709821428571429,0.25,0.9,ALL,448.0
13,2d,0.9930394431554525,0.5,0.9,ALL,431.0
13,2d,1.0,1.0,0.9,ALL,204.0
14,2d,0.5,0.0,1.1666666666666667,ALL,108.0
14,2d,0.8333333333333334,0.015,1.1666666666666667,ALL,6.0
14,2d,0.7142857142857143,0.03,1.1666666666666667,ALL,140.0
14,2d,0.7721518987341772,0.06,1.1666666666666667,ALL,158.0
14,2d,0.8869047619047619,0.12,1.1666666666666667,ALL,168.0
14,2d,0.9886363636363636,0.25,1.1666666666666667,ALL,176.0
14,2d,0.9957805907172996,0.5,1.1666666666666667,ALL,237.0
14,2d,1.0,1.0,1.1666666666666667,ALL,86.0
15,2d,0.5,0.015,1.5333333333333334,ALL,4.0
15,2d,0.6,0.03,1.5333333333333334,ALL,20.0
15,2d,0.7916666666666666,0.06,1.5333333333333334,ALL,24.0
15,2d,0.975,0.12,1.5333333333333334,ALL,40.0
