,subj,dotmode,di,dur,x,y,ntrials
0,ALL,2d,1,0.03333333333333333,0.0,0.5078125,128.0
1,ALL,2d,1,0.03333333333333333,0.015,0.5,14.0
2,ALL,2d,1,0.03333333333333333,0.03,0.47530864197530864,324.0
3,ALL,2d,1,0.03333333333333333,0.06,0.4876543209876543,324.0
4,ALL,2d,1,0.03333333333333333,0.12,0.4968944099378882,322.0
5,ALL,2d,1,0.03333333333333333,0.25,0.53125,320.0
6,ALL,2d,1,0.03333333333333333,0.5,0.5650406504065041,246.0
7,ALL,2d,1,0.03333333333333333,1.0,0.5642857142857143,140.0
8,ALL,2d,2,0.05,0.0,0.4875,160.0
9,ALL,2d,2,0.05,0.015,0.3333333333333333,18.0
10,ALL,2d,2,0.05,0.03,0.5051546391752577,388.0
11,ALL,2d,2,0.05,0.06,0.5013333333333333,375.0
12,ALL,2d,2,0.05,0.12,0.5194444444444445,360.0
13,ALL,2d,2,0.05,0.25,0.6205882352941177,340.0
14,ALL,2d,2,0.05,0.5,0.7101449275362319,414.0
15,ALL,2d,2,0.05,1.0,0.8220338983050848,236.0
16,ALL,2d,4,0.06666666666666667,0.0,0.49375,160.0
17,ALL,2d,4,0.06666666666666667,0.015,0.5,14.0
18,ALL,2d,4,0.06666666666666667,0.03,0.43636363636363634,330.0
19,ALL,2d,4,0.06666666666666667,0.06,0.5884146341463414,328.0
20,ALL,2d,4,0.06666666666666667,0.12,0.656441717791411,326.0
21,ALL,2d,4,0.06666666666666667,0.25,0.7546583850931677,322.0
22,ALL,2d,4,0.06666666666666667,0.5,0.8897058823529411,272.0
23,ALL,2d,4,0.06666666666666667,1.0,0.9785714285714285,140.0
24,ALL,2d,5,0.08333333333333333,0.0,0.5466666666666666,150.0
25,ALL,2d,5,0.08333333333333333,0.015,0.9,10.0
26,ALL,2d,5,0.08333333333333333,0.03,0.5185185185185185,324.0
27,ALL,2d,5,0.08333333333333333,0.06,0.5909090909090909,286.0
28,ALL,2d,5,0.08333333333333333,0.12,0.7054794520547946,292.0
29,ALL,2d,5,0.08333333333333333,0.25,0.8431372549019608,306.0
30,ALL,2d,5,0.08333333333333333,0.5,0.9257142857142857,350.0
31,ALL,2d,5,0.08333333333333333,1.0,0.9785714285714285,140.0
32,ALL,2d,6,0.1,0.0,0.475,120.0
33,ALL,2d,6,0.1,0.015,0.5,10.0
34,ALL,2d,6,0.1,0.03,0.5610687022900763,262.0
35,ALL,2d,6,0.1,0.06,0.627177700348432,287.0
36,ALL,2d,6,0.1,0.12,0.7659574468085106,282.0
37,ALL,2d,6,0.1,0.25,0.808,250.0
38,ALL,2d,6,0.1,0.5,0.9575471698113207,212.0
39,ALL,2d,6,0.1,1.0,1.0,118.0
40,ALL,2d,7,0.11666666666666667,0.0,0.48717948717948717,234.0
41,ALL,2d,7,0.11666666666666667,0.015,0.7142857142857143,14.0
42,ALL,2d,7,0.11666666666666667,0.03,0.5930232558139535,430.0
43,ALL,2d,7,0.11666666666666667,0.06,0.6329411764705882,425.0
44,ALL,2d,7,0.11666666666666667,0.12,0.6900726392251816,413.0
45,ALL,2d,7,0.11666666666666667,0.25,0.8873239436619719,426.0
46,ALL,2d,7,0.11666666666666667,0.5,0.976303317535545,422.0
47,ALL,2d,7,0.11666666666666667,1.0,1.0,188.0
48,ALL,2d,8,0.15,0.0,0.512987012987013,154.0
49,ALL,2d,8,0.15,0.015,0.3333333333333333,12.0
50,ALL,2d,8,0.15,0.03,0.577922077922078,308.0
51,ALL,2d,8,0.15,0.06,0.640117994100295,339.0
52,ALL,2d,8,0.15,0.12,0.7926829268292683,328.0
53,ALL,2d,8,0.15,0.25,0.930635838150289,346.0
54,ALL,2d,8,0.15,0.5,0.968421052631579,380.0
55,ALL,2d,8,0.15,1.0,1.0,164.0
56,ALL,2d,9,0.18333333333333332,0.0,0.6582278481012658,158.0
57,ALL,2d,9,0.18333333333333332,0.015,0.375,8.0
58,ALL,2d,9,0.18333333333333332,0.03,0.6043956043956044,273.0
59,ALL,2d,9,0.18333333333333332,0.06,0.6895161290322581,248.0
60,ALL,2d,9,0.18333333333333332,0.12,0.8200692041522492,289.0
61,ALL,2d,9,0.18333333333333332,0.25,0.9437086092715232,302.0
62,ALL,2d,9,0.18333333333333332,0.5,0.9871794871794872,312.0
63,ALL,2d,9,0.18333333333333332,1.0,1.0,105.0
64,ALL,2d,10,0.21666666666666667,0.0,0.421875,192.0
65,ALL,2d,10,0.21666666666666667,0.015,0.5,14.0
66,ALL,2d,10,0.21666666666666667,0.03,0.5919395465994962,397.0
67,ALL,2d,10,0.21666666666666667,0.06,0.6852791878172588,394.0
68,ALL,2d,10,0.21666666666666667,0.12,0.8389057750759878,329.0
69,ALL,2d,10,0.21666666666666667,0.25,0.9711538461538461,312.0
70,ALL,2d,10,0.21666666666666667,0.5,0.9867986798679867,303.0
71,ALL,2d,10,0.21666666666666667,1.0,1.0,177.0
72,ALL,2d,11,0.26666666666666666,0.0,0.5,192.0
73,ALL,2d,11,0.26666666666666666,0.015,0.75,16.0
74,ALL,2d,11,0.26666666666666666,0.03,0.587431693989071,366.0
75,ALL,2d,11,0.26666666666666666,0.06,0.688953488372093,344.0
76,ALL,2d,11,0.26666666666666666,0.12,0.850632911392405,395.0
77,ALL,2d,11,0.26666666666666666,0.25,0.9467005076142132,394.0
78,ALL,2d,11,0.26666666666666666,0.5,0.9895561357702349,383.0
79,ALL,2d,11,0.26666666666666666,1.0,1.0,164.0
80,ALL,2d,12,0.3333333333333333,0.0,0.430939226519337,181.0
81,ALL,2d,12,0.3333333333333333,0.015,0.5714285714285714,14.0
82,ALL,2d,12,0.3333333333333333,0.03,0.6170212765957447,376.0
83,ALL,2d,12,0.3333333333333333,0.06,0.7167070217917676,413.0
84,ALL,2d,12,0.3333333333333333,0.12,0.8240963855421687,415.0
85,ALL,2d,12,0.3333333333333333,0.25,0.9696969696969697,396.0
